Start	Move	End	Tags	Origin	Date	Description	Index	Parent
Wrap	Push-pull	Cliffhanger	easy, fun, swap	Week 4	2014-06-26	Push on 1, pull on 2, walk past on 3.	267	dup
Cliffhanger	Girl turn	Open hold	easy, turn	Week 4	2014-06-26	Girl turns under non-cliffhanger hand	268	-
Wrap	Roll out girl	Cliffhanger	easy, turn	Week 4	2014-06-26		269	dup
Cliffhanger	Free spin	Open hold	easy, turn	Week 4	2014-06-26	Throw hand gently but like a frisbee	270	dup
Open hold	Girl turn	Close hold	easy, turn	Week 4	2014-06-26		271	-
Close hold	Dip	Close hold	fun, body	Week 4	2014-06-26		272	dup
Open hold	Elbow break + boy turn	Crosshand	easy	Adv	2014-07-02		273	dup
Crosshand	Girl turn + boy outside turn	Boy hammerlock	hard, turn	Adv	2014-07-02		274	dup
Boy hammerlock	Haircomb + bump arm	Close hold	easy	Adv	2014-07-02	Boy gently nudges girl's hammerlock forearm with elbow, and slides to the right for four counts.	275	206
Close hold	Boy window	Embrace	easy	Adv	2014-07-02	Boy puts free elbow across and then (reverse) haircombs himself.	276	29
Embrace	Roll shoulder + twist sit, booty roll	Embrace	hard, body, fun	Adv	2014-07-02	Right shoulder goes 1. up, forward, down 2. up, back, down. On 3+4, twist shoulders so girl sits on left leg. On five, push her off with leg and let her booty roll to 8.	277	32
Embrace	Booty rolls	Embrace	body, fun	Adv	2014-07-02	Girl holds boy's legs with knees, boy rolls hips to non-stepping foot, pulling girl with him from the middle of her back	278	41
Open hold	About turn	Close hold	turn	Project	2014-07-08	Girl turn, boy follows around with hand on back to switch sides (like a close hold 180)	279	46
Open hold	Shuffles	Open hold	easy, fun, basic	Project	2014-07-08	Arms move in circles: left on 1, right on 2, etc., skipping 4 and 8	280	1
Close hold	Spin	Close hold	easy, swap	Project	2014-07-08		281	dup
Crosshand	Walkaround	Open hold	turn, fun	Project	2014-07-08	Girl outside turn, as turn completes boy puts turning arm over girl's and back of hand on girl's shoulderblade (do not elbow her in the face). Then walk around each other.	282	188
Open hold	Double turn dip	Close hold	fast, turn, fun	Project	2014-07-08	Led by turning arm very wide for contra; girl keeps feet together longer for quicker turns. Place girl's arm around your waist and hold it there with your arm. Hold her waist with other hand. Girl supports her own weight (with unfamiliar partners) during the dip.	283	3
Close hold	Basic	Close hold	easy, basic	Adv	2014-07-09		284	dup
Close hold	Girl body circles	Close hold	body	Adv	2014-07-09	Two counts per circle; hips stay mostly still. Boy leads with frame (boy's shoulders).	285	166
Close hold	Girl slow body circle + bodyroll	Close hold	body	Adv	2014-07-09	Half circle on 1,2; boy hips back and gently pull shoulders.	286	285
Close hold	Half spin	Close hold	easy, swap	Adv	2014-07-09		287	dup
Close hold	Step back	Open hold	easy, basic	Adv	2014-07-09		288	dup
Open hold	Girl double-handed turn	Catapult	easy, turn	Adv	2014-07-09		289	dup
Catapult	Catapult + boy double-handed turn	Catapult	fast, fun	Adv	2014-07-09	Catapult on 1, 2; boy catches hand high and turns under both hands.	290	-
Catapult	Catapult + block + arm behind	Hammerlock	hard	Adv	2014-07-09		291	dup
Hammerlock	Girl turn + boy half turn	Boy wrap	fast, turn	Adv	2014-07-09		292	193
Boy wrap	Hands to shoulders + let go	Boy wrap	easy, basic	Adv	2014-07-09		293	302
Boy wrap	Throw hands + hip pinball	Open hold	hard, body, turn	Adv	2014-07-09	Throw hands down for four counts (stomp on 1). Then reach behind to push girl's hips to the left on 1, right on 2, then left on 3, with boy going in the other direction to emphasise. Boy 3/4 outside turn at end.	294	302
Embrace	Basic	Embrace	easy, basic	Adv	2014-07-16		295	29
Embrace	Slow steps	Embrace	easy, basic, fun	Adv	2014-07-16	Lead with little whole-body shrug and then seesaw motion. Let girl feel rhythm.	296	30
Embrace	Half turn + open up	Close hold opened	easy	Adv	2014-07-16	Slight contra for half turn and then allow girl to continue by pulling her back slightly and pushing hand.	297	39
Close hold opened	Walk across + walk around	Close hold	easy	Adv	2014-07-16	Girl walks across in front of boy then turns on 3,4. Then walk around each other clockwise for 4.	298	323
Close hold	Boy turn + swap hand under	Crosshand	easy	Adv	2014-07-16		299	-
Crosshand	Wrong-way turn	Crosshand	turn, fun	Adv	2014-07-16	Step once then push back on two and double-handed turn in the unexpected direction.	300	362
Open hold	Girl double-handed + boy half turn	Boy wrap	fast, turn	Adv	2014-07-23		301	-
Boy wrap	Boy hands to shoulders	Boy wrap	easy, basic	Adv	2014-07-23	Bring hands to shoulders then drop to waist; pull girl's arms forward so small gap between you	302	303
Boy wrap	Small steps	Boy wrap	body	Adv	2014-07-23	Torso moves side to side; transfer weight between legs with a slight dipping motion; keep shoulders horizontal.	303	1
Boy wrap	Girl turn & block	Shoulder blocked	hard, body	Adv	2014-07-23	Boy contras girl and then half turns himself while girl turns. Boy reaches out for girl's shoulder to block last quarter turn.	304	22
Shoulder blocked	Hesitation step + bodyroll	Shoulder blocked	easy, basic	Adv	2014-07-23		305	17
Shoulder blocked	Girl outside turn + boy haircomb	Boy haircombed	turn	Adv	2014-07-23		306	-
Boy haircombed	Basic	Boy haircombed	easy, basic	Adv	2014-07-23		307	1
Boy haircombed	Boy unwind	Crosshand	easy	Adv	2014-07-23		308	5
Crosshand	Girl turn	Hammerlock crosshand	easy, turn	Adv	2014-07-23		309	dup
Hammerlock crosshand	Unwind + about turn	Cliffhanger	turn, fast	Adv	2014-07-23	Boy steps across in front of girl so she completes a 5/4 turn then he gently flings her forward	310	10
Open hold	Arm circle + girl blocked inside turn + bodyroll	Mates hold	hard, turn, body	Adv	2014-07-30	Push forearm around in two full circles and away so she turns out on 4; stop her at a quarter turn with hand on hip. Turn her back on 5 but get behind on 6; bodyroll 7 and 8.	311	162
Mates hold	Basic	Mates hold	easy, basic	Adv	2014-07-30		312	dup
Mates hold	Body roll down + body roll up	Mates hold	easy, body, fun	Adv	2014-07-30	2 counts down and 2 up. Remember to "sit" at the bottom.  Head, shoulders, hips, sit, hips, shoulders, head.	313	695
Mates hold	Backstroke + bodyroll	Close hold opened	hard, fun, body	Adv	2014-07-30	Lift arm using upper arm and make it do a backstroke motion. Do the same on the other side but get underneath to get into close hold.	314	693
Close hold opened	Basic	Open hold	easy, basic	Adv	2014-07-30		315	-
Open hold	Double elbow break	Embrace	fun, basic	Adv	2014-07-30	Boy's elbows up inside then down outside. Keep your elbows close to hers so you don't get near her face. Back break on 5, pull together on 6, hand on back on 7.	316	117
Embrace	Basic	Embrace	easy, basic	Adv	2014-07-30		317	dup
Close hold	Throw hand over shoulder + spin	Embrace	easy, swap	Close hold V	2014-07-31		318	-
Embrace	Basic	Embrace	easy, basic	Close hold V	2014-07-31	Can be made more interesting by dropping low (squat) on 1 then coming back up slowly on next three beats.	319	dup
Embrace	Shoulder roll + side dip + neck roll	Embrace	body, fun	Close hold V	2014-07-31	Boy's frame rotates so that girl's left shoulder goes back, then right. Then twist and sit and flick back upright with knee, frame, then head. Cup her neck with back of wrist for roll.	320	699
Close hold	Spin + arm flick	Crosshand	hard, fast	Project 4/5	2014-08-05		321	-
Crosshand	Awkward wrap	Close hold	easy, fun	Project 4/5	2014-08-05	Turn girl the wrong way without letting go of either hand. Once facing in opposite directions, unwind slightly, then boy keeps turning, then girl keeps turning.	322	261
Close hold	About turn	Close hold	swap	Project 4/5	2014-08-05	Leader steps back on 5 for spring (extending arms), then across and past (swapping sides) on 6, 7, then together on 8.	323	35
Close hold	Basic with hesitation	Close hold	hard, basic	Project 4/5	2014-08-05	Lift frame up to delay so that second step is a half-beat late.	324	-
Close hold	Girl double-handed turn	Catapult	easy, turn	Project 4/5	2014-08-05		325	52
Catapult	Boy outside turn + girl turn	Close hold	turn, fast	Project 4/5	2014-08-05	Hands go over boy's head one after the other (top hand first). Haircomb the girl then turn her.	326	193
Open hold	Double-handed turn + hand throw	Open hold	easy, turn	Adv	2014-08-06		327	52
Open hold	Double-handed turn + hand throw + boy outside turn + arm sweep	Arm up	easy, turn	Adv	2014-08-06		328	327
Arm up	Wrong-way turn	Open hold	turn, fun	Adv	2014-08-06	Hold girl's wrist so she knows to keep her frame strong. Start a normal turn, then bounce back on 6 and turn the other way.	329	362
Open hold	Throw arm	Close hold	basic	Adv	2014-08-06	Girl's hand makes a big circle.	330	117
Close hold	Spin	Close hold opened	easy, swap	Adv	2014-08-06		331	421
Close hold opened	Girl walks across	Cliffhanger	easy, swap	Adv	2014-08-06		332	323
Cliffhanger	Boy walks behind	Mates hold	swap	Adv	2014-08-06	Pull girl forward on 1, forearm across her hips on 2 to block, walk behind on 3, together on 4	333	dup
Mates hold	Wave arm around	Mates hold	basic	Adv	2014-08-06	Put arm next to hip, then around to above head; down past head and then out in front (total 8 counts)	334	65
Mates hold	Hesitation steps	Mates hold	easy, basic	Adv	2014-08-06	Step diagonally forward, leading with frame (not legs). Repeat on other diagonal.	335	226
Open hold	Basic	Open hold	easy, basic	Week 9	2014-08-07		336	dup
Open hold	Girl double-handed turn	Catapult	easy, turn	Week 9	2014-08-07		337	dup
Catapult	Girl double-handed turn	Open hold	easy, turn	Week 9	2014-08-07		338	dup
Open hold	Both turn + both haircomb 	Crosshand	fast, turn	Week 9	2014-08-07	Starting on 5, two counts for girl turn, two for boy turn, two for girl haircomb and two for boy haircomb. Slide hand down arm to crosshand. 	339	193
Crosshand	Girl turn + boy outside turn	Boy hammerlock	hard, turn	Week 9	2014-08-07		340	dup
Boy hammerlock	Boy bow	Crosshand	boy	Week 9	2014-08-07	Girl's hips do an anticlockwise circle, boy goes under his hammerlocked arm.	341	dup
Crosshand	Girl haircomb	Open hold	easy, basic	Week 9	2014-08-07		342	dup
Close hold	Girl turn	Wrap	easy, turn	Project 2/3	2014-08-12		343	135
Wrap	Girl turn	Open hold	easy, turn	Project 2/3	2014-08-12		344	74
Open hold	Boy turn	Crosshand	easy, boy	Project 2/3	2014-08-12		345	dup
Crosshand	Girl turn	Sweetheart	easy, turn	Project 2/3	2014-08-12		346	dup
Sweetheart	Push pull	Crosshand	swap	Project 2/3	2014-08-12	Push pull to hammerlock then unwind, 8 counts total	347	85
Crosshand	Boy double-handed turn	Crosshand	easy	Project 2/3	2014-08-12		348	5
Crosshand	Girl turn	Close hold	easy, turn	Project 2/3	2014-08-12		349	3
Open hold	Girl turn + boy turn	Crosshand	fast, turn	Project 4/5	2014-08-12		350	67
Crosshand	Girl turn + boy turn	Close hold	fast, turn	Project 4/5	2014-08-12		351	67
Close hold	Spin	Close hold	easy, swap	Project 4/5	2014-08-12		352	dup
Close hold	Grind step	Close hold	easy, basic	Project 4/5	2014-08-12		353	dup
Close hold	Girl turn	Stepped back	easy, turn	Project 4/5	2014-08-12		354	-
Stepped back	Boy outside turn + blocked turn	Open hold	fast, hard	Project 4/5	2014-08-12	Boy turns and swaps hand behind back, throws girl hand on 3 and grabs other arm to stop turn, then uses girl's frame to turn her a normal outside turn on 5.	355	3
Open hold	Basic	Crosshand	easy, basic	Project 4/5	2014-08-12		356	-
Crosshand	Girl double-handed turn	Crosshand	easy, turn	Project 4/5	2014-08-12		357	dup
Crosshand	Boy walk-through	Open hold	hard	Project 4/5	2014-08-12	Boy starts stepped back slightly and to the side. Walks past girl, she turns to keep facing him as he walks past. Boy half outside turn to face girl then flick hand and do the one-way-then-the-other turn using her frame (hold her wrist, not her hand)	358	144
Open hold	Girl turn 5/4	Side-by-side	turn	Adv	2014-08-13		359	dup
Side-by-side	About turn	Side-by-side		Adv	2014-08-13		360	dup
Side-by-side	Lead across	Control hold	fast, turn	Adv	2014-08-13	Girl gets pulled diagonally forward for double turn; boy outside turn on 7,8.	361	526
Control hold	Wrong-way turn	Open hold	hard, turn	Adv	2014-08-13	One step of basic then girl inside turn the other way. Basic continues in the SAME direction after.	362	3
Open hold	Basic	Open hold	easy, basic	Adv	2014-08-13		363	dup
Open hold	Girl + boy double-handed turn	Boy haircombed	fast, turn	Adv	2014-08-13		364	dup
Boy haircombed	Boy outside turn	Hammerlock	hard, fun	Adv	2014-08-13	Boy throws girl's hand behind her back then does his outside turn	365	697
Hammerlock	Wrong-way turn	Open hold	hard	Adv	2014-08-13	also called an "outside basic". 	366	362
Open hold	Boy window	Close hold	easy, basic	Adv	2014-08-13		367	307
Close hold	Knee roll	Close hold	hard, body	Adv	2014-08-13	Boy's knee/thigh applies pressure, rotates from 6 o'clock through 9 to 12 o'clock on 1,2, then does two full circles anticlockwise on 3,4. Girl will do booty rolls as a result.	368	41
Open hold	Basic	Control hold	easy, basic	Adv	2014-08-27		369	dup
Control hold	Rondez basic	Open hold	basic	Adv	2014-08-27	Delay second step to third beat: Step on 1, 3, 3.5, and 4. Sweep late foot around behind.	370	1
Open hold	Inside turn + push back	Close hold	hard, body, fun	Adv	2014-08-27	Inside turn on 5 then elbow inside to pin girl's arm against boy's side. Push arm and hip on 1, arm circle starting down into close hold.	371	-
Close hold	Swaying squat	Close hold	easy, basic, body	Adv	2014-08-27	Prepare on previous count by lifting girl's frame. Squat (leading with frame) on 1 then sway back upwards for three counts, x2.	372	29
Close hold	Walk back body rolls	Close hold	hard, body, fun	Adv	2014-08-27	Hand in middle of back to pull girl with you. Roll x4 for total 8 counts. Boy rolls as well, torsos don't touch.	373	524
Close hold	Spin with flare	Close hold	turn, swap	Adv	2014-08-27	Half basic, then slight contra and spin on right foot, only placing left down for a tap on 8.	374	-
Close hold	Basic	Stepped back	easy, basic	Adv	2014-08-27		375	-
Stepped back	Approach/retreat (double time)	Arm up	fast	Adv	2014-08-27	Stepping every half beat, step forward-together-back-together.	376	203
Arm up	Girl turn	Open hold	easy, turn	Adv	2014-08-27		377	dup
Open hold	Double-handed turn + flick	Open hold	easy, turn	Week 12	2014-08-28		378	-
Open hold	Boy turn	Crosshand	easy, boy	Week 12	2014-08-28		379	dup
Crosshand	Girl double-handed turn + flick	Crosshand	turn	Week 12	2014-08-28		380	dup
Crosshand	Throw two hands	Crosshand	basic	Week 12	2014-08-28		381	dup
Crosshand	Girl turn + boy outside turn	Boy hammerlock	hard, turn	Week 12	2014-08-28		382	dup
Boy hammerlock	Haircomb + arm sweep	Close hold	easy, basic, fun	Week 12	2014-08-28		383	206
Open hold	Girl turn	Open hold	easy, turn	Altona	2014-09-08		384	dup
Open hold	Boy turn	Crosshand	easy, boy	Altona	2014-09-08		385	dup
Crosshand	Girl turn	Sweetheart	easy, turn	Altona	2014-09-08		386	dup
Sweetheart	Walk forward	Sweetheart	easy, basic	Altona	2014-09-08		387	dup
Sweetheart	Girl turn	Crosshand	turn	Altona	2014-09-08		388	-
Crosshand	Hand throw	Close hold	easy, basic	Altona	2014-09-08		389	23
Close hold	Basic	Open hold	easy, basic	Project 2/3	2014-09-09		390	-
Open hold	Girl turn	Hammerlock	easy, turn	Project 2/3	2014-09-09		391	dup
Hammerlock	Circle walk	Hammerlock	easy, swap	Project 2/3	2014-09-09	Hold wrist, walk around each other.	392	188
Hammerlock	Unwind	Open hold	easy, turn	Project 2/3	2014-09-09		393	dup
Open hold	Smooth sweep	Close hold	basic	Project 2/3	2014-09-09		394	-
Close hold	Slide	Close hold	basic, fun, body	Project 2/3	2014-09-09	Slide to the side and upwards, drop on fourth beat. Drop by relaxing knees for a second.	395	30
Close hold	Basic	Open hold	easy, basic	Project 2/3	2014-09-09		396	dup
Open hold	Girl turn	Wrap	easy, turn	Project 2/3	2014-09-09		397	dup
Wrap	Girl half turn	Shoulder wrap	easy	Project 2/3	2014-09-09		398	dup
Shoulder wrap	Girl turn	Open hold	easy, turn	Project 2/3	2014-09-09		399	dup
Open hold	Boy turn	Crosshand	easy, boy	Project 2/3	2014-09-09		400	dup
Crosshand	Girl double-handed turn	Crosshand	easy, turn	Project 2/3	2014-09-09		401	dup
Crosshand	Boy turn	Girl haircombed	easy	Project 2/3	2014-09-09		402	-
Girl haircombed	Fake haircomb	Mates hold	fun	Project 2/3	2014-09-09	Haircomb but then undo it and boy turn through basic to haircomb on the other side. 	403	4
Mates hold	Swap sides	Close hold		Project 2/3	2014-09-09	Girl walks a half turn around boy, led with gentle push at top of back.	404	-
Close hold	Dip	Close hold	fun, body	Project 2/3	2014-09-09		405	dup
Open hold	Basic	Control hold	easy, basic	Adv	2014-09-10		406	dup
Control hold	Outside basic	Control hold	hard, travel	Adv	2014-09-10	Step one step of basic on the spot then step in the unusual direction for that bar.	407	362
Control hold	Girl spot turn	Close hold	easy, turn	Adv	2014-09-10		408	-
Close hold	Swaying squat	Close hold	easy, basic, body	Adv	2014-09-10	Prepare on previous count by lifting girl's frame, then drop and sway on the way back up. Don't make bachata face, be happy.	409	dup
Close hold	Basic	Open hold	easy, basic	Adv	2014-09-10		410	dup
Open hold	Girl turn 5/4	Wrap	turn	Adv	2014-09-10	Girl turns into wrap as boy walks around her front to the other side.	411	73
Wrap	Roll out girl	Cliffhanger	easy, turn	Adv	2014-09-10		412	dup
Cliffhanger	Girl walk	Side-by-side		Adv	2014-09-10	Lead by tugging slightly (relies on girl keeping tension in arm). Boy half turn.	413	175
Side-by-side	Walk	Side-by-side	easy	Adv	2014-09-10		414	1
Side-by-side	Boy outside turn	Embrace		Adv	2014-09-10	Keep arm low until putting it on your shoulder so that girl doesn't turn. Put girl's other arm on your shoulder if she goes for close hold.	415	142
Embrace	Swaying squat	Embrace	easy, fun	Adv	2014-09-10		416	372
Embrace	Body roll(s)	Embrace	hard, body	Adv	2014-09-10	Gently roll wrists down shoulderblade to lead, don't force it. Keep space between your bodies; boy's hips can go back to make room.	417	695
Close hold	Hair brush	Arm up	original, bad	original	2014-09-14	Be careful, probably too intimate. Starting with hand on back of her head, let her hair run through your fingers, applying slight tension. 	418	-
Open hold	Girl hesitation half-turn	Wrap	hard	Altona	2014-09-15	Girl turns half way round during four beats. Step, tap, step, tap. Block a full turn with non-turning hand on hip asap! Leader must clearly stop on beat 2, gentle block with over hand (pulling upward).	419	dup
Close hold	Half spin	Close hold	easy, swap	Project 2/3 technique	2014-09-16	Boy steps back with right foot on 1; no contra apparently.	420	dup
Close hold	Half spin	Close hold opened	easy, swap	Project 2/3 technique	2014-09-16		421	40
Close hold opened	Slow spin	Close hold	fun	Project 2/3 technique	2014-09-16	Full 360, total 8 counts.	422	40
Close hold	Grind step	Close hold	easy, basic	Project 2/3 technique	2014-09-16		423	dup
Close hold	Fast spin	Close hold	fast, turn	Project 2/3 technique	2014-09-16		424	40
Close hold	Basic	Open hold	easy, basic	Project 2/3 technique	2014-09-16		425	dup
Open hold	Girl turn + swap hand	Crosshand	easy, turn	Project 2/3 technique	2014-09-16		426	dup
Crosshand	Girl double-handed turn + flick	Crosshand	turn	Project 2/3 technique	2014-09-16		427	dup
Crosshand	Boy turn	Boy hammerlock	easy	Project 2/3 technique	2014-09-16		428	dup
Boy hammerlock	Both turn	Hammerlock crosshand	hard, fun	Project 2/3 technique	2014-09-16	Amazing move. Both inside inside turn, keeping hammerlocked arm low.	429	99
Hammerlock crosshand	Girl half turn	Sweetheart	easy, turn	Project 2/3 technique	2014-09-16		430	-
Sweetheart	Girl double-handed turn	Crosshand	turn	Project 2/3 technique	2014-09-16		431	-
Crosshand	Girl double-handed turn	Hands up	easy, turn	Project 2/3 technique	2014-09-16		432	dup
Hands up	Double arm sweep	Close hold	easy, basic, fun	Project 2/3 technique	2014-09-16		433	dup
Close hold	Shuffle step	Close hold	fast, basic	Project 4/5 technique	2014-09-16	Step or tap on every half beat. LRRLLRRR RLLRRLLL.	434	30
Close hold	Rondez basic	Close hold	basic	Project 4/5 technique	2014-09-16	Delay second step by half a beat, instead sweeping leg around behind your load-bearing leg.	435	29
Open hold	Girl turn 5/4	Wrap	turn	Project 4/5 technique	2014-09-16		436	dup
Wrap	Girl half turn	Shoulder wrap	easy	Project 4/5 technique	2014-09-16		437	dup
Shoulder wrap	Girl spin + boy spin	Open hold	fast, turn	Project 4/5 technique	2014-09-16	Two hand changes at the end of the spin	438	-
Open hold	Stop turn	Open hold	hard	Project 4/5 technique	2014-09-16	Throw her right arm left, then on 2, grab her left arm and spin her the other way. Boy can spin too.. Requires a lot of frame from the girl.	439	362
Open hold	Girl walk around	Open hold		Project 4/5 technique	2014-09-16	Girl walks under boy's right arm, dragging her hand around his torso. Boy steps forward, across, and back (without stepping on girl's heels).	440	188
Stepped back	Approach/retreat	Stepped back	basic	Adv	2014-09-17	Both step forward, together, back, tap together, and repeat with opposite feet.	441	188
Stepped back	Pivots	Control hold	body	Adv	2014-09-17	Holding girl's right wrist with left hand, steer her frame from side to side, using wide rotational movements. Beats L1, R2, L3, pause, R5, L6, R7, control hold.	442	-
Control hold	Walk forward	Open hold	easy, travel	Adv	2014-09-17	Push girl back using the backs of your hands on her palms.	443	-
Stepped back	Walk past tangle	Catapult	swap	Adv	2014-09-17	Boy walks forward past girl on his left, half spin left on third beat. Goes under both hands.	444	dup
Catapult	Girl double-handed turn	Open hold	easy, turn	Adv	2014-09-17		445	dup
Open hold	Girl turn	Wrap	easy, turn	Adv	2014-09-17	Start with arm raised, as is usual for a girl turn.	446	dup
Wrap	Walk forward	Wrap	easy, basic	Adv	2014-09-17		447	-
Wrap	Girl bow + boy half turn	Boy wrap	hard	Adv	2014-09-17	Push girl under your arm with her extended hand. Roll wrapped arm up shoulders and then lift so she doesn't have to duck too much.	448	176
Boy wrap	Basic	Boy wrap	easy, basic	Adv	2014-09-17		449	-
Boy wrap	Boy hesitation step	Close hold	easy	Adv	2014-09-17		450	-
Close hold	Slow dip	Close hold	fun, body	Adv	2014-09-17	Boy places girl's right arm behind his back (under his arm) then puts left arm on her shoulder. Other arm supporting her in middle of back. Step past girl and squat without leaning forward, be very solid. Lowest point of dip on fourth beat.	451	-
Open hold	Basic	Control hold	easy, basic	Adv	2014-09-24		452	dup
Control hold	Quarter turns	Control hold	hard	Adv	2014-09-24	Step left, boy rotates one quarter turn outside on second step, leading girl with frame to face him. Step forward with left on third beat, pushing girl back. Back to open hold on 4. Repeat other side.	453	-
Control hold	Flail and turn with arm sweep	Close hold	hard, turn	Adv	2014-09-24	Kick slightly on each step, and lift opposite arm. Contra on 4 with right arm (her left) between you (not extended too far) then turn her inside. Sweep her arm around after two-beat turn to close hold	454	-
Close hold	Girl style	Close hold	hard, body	Adv	2014-09-24	Let the girl do styling: body rolls, hip rolls etc. Don't stare. Can be led by placing her hand on your chest.	455	-
Close hold	Rondez basic	Open hold	basic	Adv	2014-09-24	Delay second step by half a beat, instead sweeping leg around behind your load-bearing leg.	456	-
Open hold	Girl turn + slow dip	Close hold	fun, body	Adv	2014-09-24	Start with half basic to arm up. Turn girl, placing hand on shoulderblade. Place her turning arm behind your back, then put your free hand on her other shoulder for more support. Down for four, girl can body roll up	457	-
Control hold	Rondez basic	Control hold	basic	Altona	2014-09-29	Instead of stepping on second beat, drag foot and step on 2.5 and 3 instead. Lead by applying tension, leaning into movement, moving hands further apart.	458	-
Open hold	Walk forward	Open hold	easy, basic	Altona	2014-09-29	Girl walks backward. Can style by moving arms/frame forward and back (tracking feet).	459	-
Open hold	Haircomb + about turn	Embrace	swap	Altona	2014-09-29	Haircomb girl and place wrist on shoulder, hand on her shoulderblade. Pull her gently into an outside half turn.	460	-
Embrace	Straight dip	Embrace	hard, body	Altona	2014-09-29	Right wrist on shoulderblade, left hand holding shoulder. Apply upward pressure to lead. Girl supports her own weight. Boy does not lean forward, only squat.	461	-
Close hold	Half spin + drag	Close hold	fun, body	TSF Level 2	2014-10-01	Prepare as for a full spin; half spin on first two beats while moving hand to lower back, then step back while pulling girl forward instead of completing spin. Girl's left leg stays next to boy's right; upper body lags behind to accentuate drag.	462	dup
Wrap	Parade	Wrap	fast	TSF Level 2	2014-10-01	Girl steps across herself in front of boy, on every second beat.	463	-
Close hold offset	Tango	Close hold offset	hard, travel, fun	TSF Level 2	2014-10-01		464	-
Close hold offset	Side lunge	Close hold offset	fun, body	TSF Level 2	2014-10-01		465	-
Close hold	Travelling basic	Close hold	travel	Project 2/3	2014-10-07	Start with a basic, but on 4, rotate frames 45 degrees to continue in same direction. Step back with right foot, girl will step forward between with left. After extra travel and return, square frames for second half of basic (otherwise girl might trip).	466	-
Open hold	Shoulder turn	Open hold	easy, turn, fun	Project 2/3	2014-10-07	Girl turn, then haircomb and leave hand on shoulder to lead re-turn.	467	-
Open hold	Girl turn	Wrap	easy, turn	Project 4/5	2014-10-07		468	dup
Wrap	Double swap	Sweetheart	hard, fast	Project 4/5	2014-10-07	Facing forward, boy steps behind across on 1, forward on 2, across the front of the girl on 3 and asks for crosshand, then turn girl 1.5 times	469	-
Sweetheart	Girl half turn + boy under arm	Close hold		Project 4/5	2014-10-07	on 5, push girl's left shoulder then lift arm and get under it.	470	-
Open hold	Girl turn 5/4	Side-by-side	turn	Project 4/5	2014-10-07		471	dup
Side-by-side	Girl turn	Cliffhanger	easy, turn	Project 4/5	2014-10-07	Lead by bouncing hand up then going in an arm-extended circle starting downward.	472	-
Cliffhanger	Drag	Close hold	fun	Project 4/5	2014-10-07	Walk backwards and pull girl with you.	473	-
Close hold	Quarter turn + forward walk	Close hold	travel	TSF Level 2	2014-10-08	Lunge forward on 1, step back on 2, then turn frames on 4. Walk forward and half turn x2, then finish last half of basic.	474	-
Open hold	Girl hesitation half-turn	Mates hold	hard	TSF Level 2	2014-10-08	Turn girl, putting right hand on her right hip and making contact manboob to shoulderblade and right thigh to left butt.	475	-
Mates hold	Lunge and half turn	Mates hold	hard, swap	TSF Level 2	2014-10-08	Half turn is awkward, lead with contra. Centre of rotation is - as always - between inside feet. 	476	-
Mates hold	Lunge and half turn	Mates hold	hard, swap	TSF Level 2	2014-10-08		477	dup
Mates hold	Sideways basic and girl turn	Close hold	easy, turn	TSF Level 2	2014-10-08		478	-
Open hold	Girl turn + dip	Close hold	turn, fun, body	TSF Level 2	2014-10-08	Place right hand on her back on 6, her right hand on your back on 7. Do not lean forward or rotate your frame. Girl pushes left heel forward and opens out away from boy, watching her dropped hand. 	479	-
Open hold	Swap hands	Crosshand	easy, basic	Altona	2014-10-13		480	-
Crosshand	Girl turn	Sweetheart	easy, turn	Altona	2014-10-13		481	dup
Sweetheart	Walk forward	Sweetheart	easy, basic	Altona	2014-10-13		482	dup
Sweetheart	Slow about turn	Sweetheart	easy	Altona	2014-10-13	Walk forward three steps (indicating turn just before 3) then turn on 4. Repeat.  (led with forearm/shoulder/chest)	483	dup
Sweetheart	Fast about turns	Crosshand	fast	Altona	2014-10-13	Turn on every second count. Boy does small side steps. Exit on fifth turn by letting girl walk to side and half-turning her on 3,4. Leader presses hands inward; girl presses hands outward. Girl steps across herself repeatedly. Needs contra/swooping motion as well, hard to lead.	484	-
Crosshand	Double arm sweep	Close hold	easy, basic	Altona	2014-10-13		485	-
Close hold	Hesitation basic	Close hold	easy, basic	Altona	2014-10-13		486	-
Close hold	Travelling box step	Close hold	travel	Project 2/3	2014-10-14	Step: Side, forward, forward, tap. Complete box.	487	-
Cliffhanger	Approach/retreat	Cliffhanger		Project 2/3	2014-10-14		488	dup
Cliffhanger	Toe-heel step	Cliffhanger		Project 2/3	2014-10-14	Tap your toe on 1, tap your heel on 2, then step tap to complete half of a stylized on-the-spot basic.	489	-
Open hold	Girl turn	Open hold	easy, turn	Project 2/3	2014-10-14		490	dup
Open hold	Boy turn	Crosshand	easy, boy	Project 2/3	2014-10-14	Flick hand on third beat of turn, and catch it with other hand.	491	dup
Crosshand	Boy turn	Boy hammerlock	easy	Project 2/3	2014-10-14		492	dup
Boy hammerlock	Elbow bump	Close hold	easy, basic	Project 2/3	2014-10-14	Gently/stylishly elbow the girl's locking arm out of the way	493	-
Open hold	Girl turn	Open hold	easy, turn	Project 4/5	2014-10-14		494	dup
Open hold	Boy turn	Crosshand	easy, boy	Project 4/5	2014-10-14	Flick hand on third beat of turn, and catch it with other hand.	495	dup
